LineItem,GrandParent,Parent
Staff Insurance - Other,STAFF COST,Total Employer Benefits
Medical,STAFF COST,Total Employer Benefits
Dental,STAFF COST,Total Employer Benefits
Vision,STAFF COST,Total Employer Benefits
Disability,STAFF COST,Total Employer Benefits
PFL Insurance,STAFF COST,Total Employer Benefits
Staff Recruitment,STAFF COST,Total Employer Benefits
Staff Training,STAFF COST,Total Employer Benefits
Staff Uniforms,STAFF COST,Total Employer Benefits
Staff Meals,STAFF COST,Total Employer Benefits
Conveyance Charges,STAFF COST,Total Employer Benefits
Staff Accommodation/Relocation,STAFF COST,Total Employer Benefits
Staff First Aid,STAFF COST,Total Employer Benefits
Training,STAFF COST,Total Employer Benefits
Paid Time Off,STAFF COST,Total Employer Benefits
Bonus,STAFF COST,Total Employer Benefits
Vacation,STAFF COST,Total Employer Benefits
G&A - Other,G&A,G&A - Other
Advertising,CONTROLLABLES,Advertising
Public Relations,CONTROLLABLES,Public Relations
Marketing,CONTROLLABLES,Marketing
Branding & Design,TOTAL OTHER EXPENSES,OTHER EXPENSES
R & D,TOTAL OTHER EXPENSES,OTHER EXPENSES
Event Expenses,CONTROLLABLES,Event Expenses
Delivery Commission - Other,G&A,Total Delivery Commission Fees
Grubhub Commission,G&A,Total Delivery Commission Fees
Chownow Commission,G&A,Total Delivery Commission Fees
Ezcater Commission,G&A,Total Delivery Commission Fees
CaterCow Commission,G&A,Total Delivery Commission Fees
Slice Commission,G&A,Total Delivery Commission Fees
UberEats Commission,G&A,Total Delivery Commission Fees
Doordash Commission,G&A,Total Delivery Commission Fees
Too Good To Go Commission,G&A,Total Delivery Commission Fees
Sharebite Commission,G&A,Total Delivery Commission Fees
Subscriptions,G&A,Subscriptions
Photography expense,TOTAL OTHER EXPENSES,OTHER EXPENSES
Complimentary Cost,G&A,Complimentary Cost
Airfare,CONTROLLABLES,Airfare
Entertainment Meals,CONTROLLABLES,Entertainment Meals
Lodging,CONTROLLABLES,Lodging
Shipping and Freight,CONTROLLABLES,Shipping and Freight
Transportation,CONTROLLABLES,Transportation
Delivery Service Fees,G&A,Delivery Service Fees
Telecommunications - Other,CONTROLLABLES,Total Telecommunication Cost
Telephone,CONTROLLABLES,Total Telecommunication Cost
Postage & Courier,G&A,Postage & Courier
Internet,CONTROLLABLES,Total Telecommunication Cost
Cable (TV),CONTROLLABLES,Total Telecommunication Cost
Controllables - Other,CONTROLLABLES,Controllables - Other
Linen & Laundry,CONTROLLABLES,Linen & Laundry
Cleaning Supplies,CONTROLLABLES,Cleaning Supplies
Cleaning Contract Services,CONTROLLABLES,Cleaning Contract Services
Pest Control,G&A,Pest Control
Waste Removal Service,G&A,Waste Removal Service
FIre contract service,G&A,FIre contract service
Kitchen Supplies,CONTROLLABLES,Kitchen Supplies
FOH Supplies,CONTROLLABLES,FOH Supplies
Total Cost of Sales - Pizza Boxes,COST OF GOODS SOLD,Total Cost of Sales - Pizza Boxes
Total Cost of Sales - Paper Supplies,COST OF GOODS SOLD,Total Cost of Sales - Paper Supplies
Smallwares,CONTROLLABLES,Smallwares
Plasticware,CONTROLLABLES,Plasticware
Glassware,CONTROLLABLES,Glassware
Barware,CONTROLLABLES,Barware
Music,G&A,Music
Décor,CONTROLLABLES,Décor
Office Supplies/Stationery,CONTROLLABLES,Office Supplies/Stationery
Menus,CONTROLLABLES,Menus
Printing and Reproduction,CONTROLLABLES,Printing and Reproduction
IT,TOTAL OTHER EXPENSES,OTHER EXPENSES
Equipment Rental,CONTROLLABLES,Equipment Rental
Contributions,CONTROLLABLES,Contributions
Repairs - Building,CONTROLLABLES,Repairs - Building
Repairs - Equipment,CONTROLLABLES,Repairs - Equipment
Repairs - General,CONTROLLABLES,Repairs - General
Repairs - Electrical,CONTROLLABLES,Repairs - Electrical
Repairs - Plumbing,CONTROLLABLES,Repairs - Plumbing
Repairs - Refrigeration,CONTROLLABLES,Repairs - Refrigeration
Occupancy - Other,TOTAL OCCUPANCY COST,OCCUPANCY COST
Legal Fees,G&A,Legal Fees
Audit Fees,OTHER OPERATING EXPENSES,OTHER OPERATING EXPENSES
Tax Fees,G&A,Tax Fees
Professional Fees,TOTAL OTHER EXPENSES,OTHER EXPENSES
Accountancy Fees,G&A,Accountancy Fees
Consulting Fees,G&A,Consulting Fees
Payroll Processing Fees,G&A,Payroll Processing Fees
Credit Card Fees,G&A,Credit Card Fees
Credit Card Charges - Fania,G&A,Credit Card Charges - Fania
Credit Card Charges - Chris,G&A,Credit Card Charges - Chris
Credit Card Charges - Phil,G&A,Credit Card Charges - Phil
Chargeback (Toast),G&A,Chargeback (Toast)
Bank Charges,G&A,Bank Charges
Donations,OTHER OPERATING EXPENSES,OTHER OPERATING EXPENSES
Royalties,OTHER OPERATING EXPENSES,OTHER OPERATING EXPENSES
Corporation Tax,TOTAL OTHER EXPENSES,OTHER EXPENSES
Tangible Property Tax,OTHER OPERATING EXPENSES,OTHER OPERATING EXPENSES
Penalties,TOTAL OTHER EXPENSES,OTHER EXPENSES
Interest on Tax/Penalties,G&A,Interest on Tax/Penalties
Licenses and Permits,G&A,Licenses and Permits
Payroll Admin,STAFF COST,TOTAL OTHER STAFF COST
R&M Manager,STAFF COST,TOTAL OTHER STAFF COST
District Manager,STAFF COST,TOTAL OTHER STAFF COST
Rent,TOTAL OCCUPANCY COST,OCCUPANCY COST
Real Estate Escalation Tax,TOTAL OCCUPANCY COST,OCCUPANCY COST
Commercial Rent Tax,OTHER OPERATING EXPENSES,OTHER OPERATING EXPENSES
Electricity,TOTAL OCCUPANCY COST,OCCUPANCY COST
Gas,TOTAL OCCUPANCY COST,OCCUPANCY COST
Water,TOTAL OCCUPANCY COST,OCCUPANCY COST
Insurance,G&A,Insurance
Security Services,G&A,Security Services
CAM Charges,OTHER OPERATING EXPENSES,OTHER OPERATING EXPENSES
P & L Amortization - Other,TOTAL P&L AMORTIZATION,TOTAL P&L AMORTIZATION
Fees,TOTAL P&L AMORTIZATION,TOTAL P&L AMORTIZATION
Interest Income,TOTAL INCOME,INCOME
Bank Interest,TOTAL INCOME,INCOME
Other Income,TOTAL INCOME,INCOME
Ask My Accountant,TOTAL OTHER EXPENSES,OTHER EXPENSES
Other Expenses - Other,TOTAL OTHER EXPENSES,OTHER EXPENSES
Embezzlement,TOTAL OTHER EXPENSES,OTHER EXPENSES
Over/Under,TOTAL OTHER EXPENSES,OTHER EXPENSES
Rounding Differences,TOTAL OTHER EXPENSES,OTHER EXPENSES
Tax Interest,TOTAL OTHER EXPENSES,OTHER EXPENSES
Tax Penalties,TOTAL OTHER EXPENSES,OTHER EXPENSES
Exchange Differences,TOTAL OTHER EXPENSES,OTHER EXPENSES
Management Fees,TOTAL OTHER EXPENSES,OTHER EXPENSES
MANAGEMENT EXPENSE,TOTAL OTHER EXPENSES,OTHER EXPENSES
Incremental Rent,TOTAL OTHER EXPENSES,OTHER EXPENSES
P & L Depreciation,Total P&L Depreciations,P&L Depreciations
Interest Paid on Loans,TOTAL OTHER EXPENSES,OTHER EXPENSES
Storage Rent,TOTAL OCCUPANCY COST,OCCUPANCY COST
Sales Tax Expense,TOTAL OTHER EXPENSES,OTHER EXPENSES
910-020 · Prior Period Items,TOTAL OTHER EXPENSES,OTHER EXPENSES
Pre Opening Expenses - Other,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Pre - Opening Professional Fees,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Repairs General,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Paper Supplies,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
SmallWares,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Branding & Design,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Photography expense,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Entertainment Meals,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Transportation,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Kitchen Supplies,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Office Supplies/Stationery,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Telephone,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Internet,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Cable,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Linen & Laundry,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Cleaning Supplies,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
IT Cost,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Foh Supplies,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Pest Control,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Equipment Rental,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Inspection,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Accountancy Charges,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Bank Charges,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Security Services,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Staff First Aid,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Electricity,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Gas,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Water,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Pizza Boxes,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Rent,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Storage Rent,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Labor Expense,TOTAL PRE OPENING EXPENSES,TOTAL PRE OPENING EXPENSES
Insurance,G&A,Insurance
Insurance,G&A,Insurance
Insurance,G&A,Insurance
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
STAFF COST,STAFF COST,STAFF COST
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
P & L Depreciation,P & L Depreciation & Amortization,P & L Depreciation
P & L Amortization,P & L Depreciation & Amortization,P & L Amortization
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Extra/Short Receipts,REVENUE,REVENUE
3rd Party Adjustments,REVENUE,REVENUE
Food,REVENUE,REVENUE
Tea/Coffee,REVENUE,REVENUE
Wines,REVENUE,REVENUE
Liquor,REVENUE,REVENUE
Beer,REVENUE,REVENUE
Other Beverages,REVENUE,REVENUE
Retails,REVENUE,REVENUE
Discounts,REVENUE,REVENUE
Sales Adjustment,REVENUE,REVENUE
Total Cost of Sales - Food,COST OF GOODS SOLD,Total Cost of Sales - Food
Total Cost of Sales - Food,COST OF GOODS SOLD,Total Cost of Sales - Food
Total Cost of Sales - Tea/Coffee,COST OF GOODS SOLD,Total Cost of Sales - Tea/Coffee
Total Cost of Sales - Tea/Coffee,COST OF GOODS SOLD,Total Cost of Sales - Tea/Coffee
Total Cost of Sales - Tea/Coffee,COST OF GOODS SOLD,Total Cost of Sales - Tea/Coffee
Total Cost of Sales - Wine,COST OF GOODS SOLD,Total Cost of Sales - Wine
Total Cost of Sales - Wine,COST OF GOODS SOLD,Total Cost of Sales - Wine
Total Cost of Sales - Liquor,COST OF GOODS SOLD,Total Cost of Sales - Liquor
Total Cost of Sales - Liquor,COST OF GOODS SOLD,Total Cost of Sales - Liquor
Total Cost of Sales - Beer,COST OF GOODS SOLD,Total Cost of Sales - Beer
Total Cost of Sales - Beer,COST OF GOODS SOLD,Total Cost of Sales - Beer
Total Cost of Sales - Other Bev,COST OF GOODS SOLD,Total Cost of Sales - Other Bev
Total Cost of Sales - Other Bev,COST OF GOODS SOLD,Total Cost of Sales - Other Bev
Retails Purchases,COST OF GOODS SOLD,Retails Purchases
Wages - 1099,STAFF COST,Total Wages - F.O.H. Salaried
GM,STAFF COST,Total Wages - F.O.H. Salaried
Front Manager,STAFF COST,Total Wages - F.O.H. Salaried
Server,STAFF COST,Total Wages FOH Hourly
Busser/Runner,STAFF COST,Total Wages - F.O.H. Salaried
Bartender,STAFF COST,Total Wages - F.O.H. Salaried
Captain,STAFF COST,Total Wages FOH Hourly
Barista,STAFF COST,Total Wages - F.O.H. Salaried
Kitchen Manager,STAFF COST,Total Wages - F.O.H. Salaried
Total Wages B.O.H Salaried,STAFF COST,Total Wages B.O.H Salaried
Total Wages B.O.H. Hourly,STAFF COST,Total Wages B.O.H. Hourly
Total Wages B.O.H. Hourly,STAFF COST,Total Wages B.O.H. Hourly
Social Security,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Medicare,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Federal FUTA,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Ny MTAI,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
State SUI,EMPLOYER TAXES,TOTAL EMPLOYER TAXES
Staff Workman's Comp,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Staff Recruitment,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Staff Training,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Staff Meals,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Staff Welfare,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Staff Accommodation/Relocation,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Staff First Aid,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Medical,OTHER STAFF COSTS,TOTAL OTHER STAFF COSTS
Advertising,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Advertising,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Branding & Design,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Event Expenses,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Commission Expense,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Subscriptions,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Photography expense,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Complimentary Cost,ADVERTISING AND PROMOTION,TOTAL ADVERTISING AND PROMOTION
Meals & Entertainment,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Taxi Charges & Local Travel,TRAVEL AND ENTERTAINMENT,TOTAL TRAVEL AND ENTERTAINMENT
Clearing and Freight charges,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Telephone,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Internet/Email,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Under/Over,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Extra/Short Receipts,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Delivery Charges Relay,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Linen & Laundry,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Cleaning Supplies,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Cleaning Contract Services,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Pest Control,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Trash/Waste Removal Service,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
BOH Supplies & Accessories,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
FOH Supplies & Accessories,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Paper Supplies,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Packaging Supplies,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
"Landscape, Flowers & Candles",SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Office Supplies/Stationery,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
IT Cost,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Equipment Rental,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Repairs - Building,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Repairs - Equipment,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Repairs - General,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Postage & Courier,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Fire Control,SUPPLIES AND MAINTENANCE,TOTAL SUPPLIES AND MAINTENANCE
Legal Fees,PROFESSIONAL FEES,TOTAL PROFESSIONAL FEES
Professional Fees,PROFESSIONAL FEES,TOTAL PROFESSIONAL FEES
Accounting Fees,PROFESSIONAL FEES,TOTAL PROFESSIONAL FEES
Consulting Fees,PROFESSIONAL FEES,TOTAL PROFESSIONAL FEES
Mangement Fees,PROFESSIONAL FEES,TOTAL PROFESSIONAL FEES
Payroll Processing Charges,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Credit Card Charges,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Bank Charges,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Penalties,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
"Licenses, Permits, and Filing",OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Sales and Use Tax,OTHER FINANCIAL COSTS,TOTAL OTHER FINANCIAL COSTS
Tips Expenses,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Insurance Expense,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Liability Insurance,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
Rent,OCCUPANCY COST,TOTAL OCCUPANCY COST
Electricity,OCCUPANCY COST,TOTAL OCCUPANCY COST
Gas,OCCUPANCY COST,TOTAL OCCUPANCY COST
Water,OCCUPANCY COST,TOTAL OCCUPANCY COST
Storage Rent,OCCUPANCY COST,TOTAL OCCUPANCY COST
Uncategorized Expenses,GENERAL & ADMIN EXPENSES,TOTAL GENERAL & ADMIN EXPENSES
TOTAL BEVERAGES,COST OF GOODS SOLD,TOTAL BEVERAGES
Other Income,Other Income,Other Income
Uncategorized Income,Other Income,Other Income
TOTAL COST OF GOODS SOLD,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Fees,Other Expenses,Other Expenses
Other Expense,Other Expenses,Other Expenses
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
Total Wages - FOH,STAFF COST,Total Wages - FOH
Total Wages - F.O.H. Hourly - OT,STAFF COST,Total Wages - F.O.H. Hourly - OT
Total Cost of Sales - Food,Total Cost of Sales - Food,Total Cost of Sales - Food
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
Total Cost of Sales - Tea/Coffee,Total Cost of Sales - Tea/Coffee,Total Cost of Sales - Tea/Coffee
P & L Depreciation,P & L Depreciation,P & L Depreciation
Revenue - Other,REVENUE,REVENUE
Food,REVENUE,REVENUE
Tea/Coffee,REVENUE,REVENUE
Wines,REVENUE,REVENUE
Liquor,REVENUE,REVENUE
Beer,REVENUE,REVENUE
Other Beverages,REVENUE,REVENUE
Retails,REVENUE,REVENUE
Discounts,REVENUE,REVENUE
Event Income,REVENUE,REVENUE
3rd Party Differance,REVENUE,REVENUE
Non Grat Svc charge,REVENUE,REVENUE
P & L Amortization,P & L Amortization,P & L Amortization
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Total Cost of Sales - Wine,Total Cost of Sales - Wine,Total Cost of Sales - Wine
Cost of Sales - Food - Other,Total Cost of Sales - Food,Total Cost of Sales - Food
Food Purchases,Total Cost of Sales - Food,Total Cost of Sales - Food
Food - Stock Adjustment,Total Cost of Sales - Food,Total Cost of Sales - Food
Cost of Sales - Tea/Coffee - Other,Total Cost of Sales - Tea/Coffee,Total Cost of Sales - Tea/Coffee
Tea/Coffee Purchases,Total Cost of Sales - Tea/Coffee,Total Cost of Sales - Tea/Coffee
Tea/Coffee - Stock Adjustment,Total Cost of Sales - Tea/Coffee,Total Cost of Sales - Tea/Coffee
Cost of Sales - Wine - Other,Total Cost of Sales - Wine,Total Cost of Sales - Wine
Wine Purchases,Total Cost of Sales - Wine,Total Cost of Sales - Wine
Wine - Stock Adjustment,Total Cost of Sales - Wine,Total Cost of Sales - Wine
Cost of Sales - Liquor - Other,Total Cost of Sales - Liquor,Total Cost of Sales - Liquor
Liquor Purchases,Total Cost of Sales - Liquor,Total Cost of Sales - Liquor
Liquor - Stock Adjustment,Total Cost of Sales - Liquor,Total Cost of Sales - Liquor
Cost of Sales - Beer - Other,Total Cost of Sales - Beer,Total Cost of Sales - Beer
Beer Purchases,Total Cost of Sales - Beer,Total Cost of Sales - Beer
Beer - Stock Adjustment,Total Cost of Sales - Beer,Total Cost of Sales - Beer
Other Bev Purchases,Total Cost of Sales - Other Bev,Total Cost of Sales - Other Bev
Other Bev - Stock Adjustment,Total Cost of Sales - Other Bev,Total Cost of Sales - Other Bev
Total Cost of Sales - Retails,Total Cost of Sales - Retails,Total Cost of Sales - Retails
Total Cost of Sales - Event Expense,Total Cost of Sales - Event Expense,Total Cost of Sales - Event Expense
Total Cost of Sales - Liquor,Total Cost of Sales - Liquor,Total Cost of Sales - Liquor
Total Cost of Sales - Beer,Total Cost of Sales - Beer,Total Cost of Sales - Beer
Labor cost - Other?,EMPLOYER TAXES,EMPLOYER TAXES
Wages - 1099,EMPLOYER TAXES,EMPLOYER TAXES
Wages - FOH - Other,STAFF COST,Total Wages - FOH
FOH Hourly - Other,STAFF COST,Total Wages - FOH
Wages - F.O.H. Hourly - Other,STAFF COST,Total Wages - FOH
Server?,STAFF COST,Total Wages - FOH
Busser?,STAFF COST,Total Wages - FOH
Runner?,STAFF COST,Total Wages - FOH
Bartender?,STAFF COST,Total Wages - FOH
Barback?,STAFF COST,Total Wages - FOH
Bathroom attendants,STAFF COST,Total Wages - FOH
Training,STAFF COST,Total Wages - FOH
Floor Caption,STAFF COST,Total Wages - FOH
Host,STAFF COST,Total Wages - FOH
Wages - F.O.H. Hourly - OT - Other,STAFF COST,Total Wages - FOH
Server,STAFF COST,Total Wages - FOH
Busser,STAFF COST,Total Wages - FOH
Runner,STAFF COST,Total Wages - FOH
Bartender,STAFF COST,Total Wages - FOH
Barback,STAFF COST,Total Wages - FOH
Hostess,STAFF COST,Total Wages - FOH
F.O.H Salaried,STAFF COST,F.O.H Salaried
Shift Manager,STAFF COST,Shift Manager
BOH - Other,STAFF COST,Total Wages - F.O.H. Hourly - OT
Wages - B.O.H. Salaried - Other,STAFF COST,Total Wages - F.O.H. Hourly - OT
Executive Chef,STAFF COST,Total Wages - F.O.H. Hourly - OT
Sous Chef,STAFF COST,Total Wages - F.O.H. Hourly - OT
Chef de Cuisine,STAFF COST,Total Wages - F.O.H. Hourly - OT
Shift Manager/Assist,STAFF COST,Total Wages - F.O.H. Hourly - OT
Wages Bonus,STAFF COST,Total Wages - F.O.H. Hourly - OT
Wages - B.O.H. Hourly - Other,STAFF COST,Total Wages - F.O.H. Hourly - OT
Prep Cook,STAFF COST,Total Wages - F.O.H. Hourly - OT
Steward?,STAFF COST,Total Wages - F.O.H. Hourly - OT
Dishwasher,STAFF COST,Total Wages - F.O.H. Hourly - OT
Cook?,STAFF COST,Total Wages - F.O.H. Hourly - OT
Wages - B.O.H. Hourly - OT - Other,STAFF COST,Total Wages - F.O.H. Hourly - OT
Cook,STAFF COST,Total Wages - F.O.H. Hourly - OT
Steward,STAFF COST,Total Wages - F.O.H. Hourly - OT
Receiving Clerk,STAFF COST,Total Wages - F.O.H. Hourly - OT
Employer Taxes - Other,EMPLOYER TAXES,EMPLOYER TAXES
Social Security,EMPLOYER TAXES,EMPLOYER TAXES
Medicare,EMPLOYER TAXES,EMPLOYER TAXES
Fedral FUTA,EMPLOYER TAXES,EMPLOYER TAXES
Ny MTAI,EMPLOYER TAXES,EMPLOYER TAXES
State SUI,EMPLOYER TAXES,EMPLOYER TAXES
OASDI,EMPLOYER TAXES,EMPLOYER TAXES
Other Staff Cost - Other,OTHER STAFF COST,OTHER STAFF COST
Staff Workman's Comp,OTHER STAFF COST,OTHER STAFF COST
Staff Recruitment,OTHER STAFF COST,OTHER STAFF COST
Staff Training,OTHER STAFF COST,OTHER STAFF COST
Staff Uniform,OTHER STAFF COST,OTHER STAFF COST
Staff Meals,OTHER STAFF COST,OTHER STAFF COST
Staff Welfare,OTHER STAFF COST,OTHER STAFF COST
Staff Accommodation/Relocation,OTHER STAFF COST,OTHER STAFF COST
Staff First Aid,OTHER STAFF COST,OTHER STAFF COST
Staff Reimbursement,OTHER STAFF COST,OTHER STAFF COST
Staff Insurance - Other,OTHER STAFF COST,OTHER STAFF COST
Medical,OTHER STAFF COST,OTHER STAFF COST
Dental,OTHER STAFF COST,OTHER STAFF COST
Vision,OTHER STAFF COST,OTHER STAFF COST
Advertising and Promotion - Other,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION
Advertising,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION
Public Relations,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION
Branding & Design,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION
R & D,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION
Event Expenses,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION
Commission Expense,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION
